epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,177.953,1.91601,2.59662,1.31403,1.15691,0.73563,0.68937,0.72616,0.35436,0.73633,0.64865,0.68161,0.28853,1.76296,2.47857,1.22625,1.14639,0.0017129,0.0017129,0.0017129
31,183.563,1.91297,2.55777,1.28215,1.14676,0.74327,0.64414,0.67708,0.31014,0.7416,0.6036,0.6612,0.26857,1.8472,2.56472,1.28562,1.18656,0.001703,0.001703,0.001703
32,189.158,1.8725,2.49868,1.2726,1.1379,0.70133,0.64523,0.68785,0.32546,0.59739,0.60822,0.59431,0.24551,1.71979,2.48072,1.30612,1.15428,0.0016931,0.0016931,0.0016931
33,194.735,1.86166,2.53446,1.24233,1.13285,0.75275,0.67568,0.70262,0.3144,0.7553,0.6674,0.6843,0.28626,1.87767,2.49215,1.29045,1.20789,0.0016832,0.0016832,0.0016832
34,200.381,1.88994,2.59676,1.30238,1.15135,0.76852,0.62613,0.70597,0.35609,0.81099,0.57983,0.68463,0.29608,1.77646,2.49423,1.32618,1.15152,0.0016733,0.0016733,0.0016733
35,205.983,1.83637,2.53624,1.25369,1.13424,0.70346,0.66253,0.69582,0.33361,0.6201,0.6982,0.65795,0.26625,1.76305,2.47086,1.21431,1.15701,0.0016634,0.0016634,0.0016634
36,211.575,1.83944,2.43768,1.18835,1.11856,0.76938,0.62162,0.70916,0.34279,0.76447,0.53153,0.63118,0.25336,1.77557,2.56734,1.28295,1.14717,0.0016535,0.0016535,0.0016535
37,217.177,1.82338,2.45707,1.1997,1.12714,0.75887,0.63063,0.69541,0.33168,0.66914,0.56483,0.58395,0.24685,1.74982,2.43626,1.25475,1.15594,0.0016436,0.0016436,0.0016436
38,222.8,1.83513,2.4619,1.18782,1.11704,0.56762,0.68018,0.49725,0.22504,0.57418,0.66216,0.5095,0.20381,1.82011,2.56414,1.32443,1.16056,0.0016337,0.0016337,0.0016337
39,228.481,1.81761,2.42923,1.17322,1.10616,0.80027,0.64865,0.70999,0.34572,0.75581,0.61261,0.67224,0.27397,1.76364,2.45446,1.18561,1.14541,0.0016238,0.0016238,0.0016238
40,234.163,1.80774,2.45715,1.18515,1.12083,0.80639,0.68018,0.74105,0.35251,0.76777,0.64035,0.69998,0.29324,1.78898,2.47571,1.1782,1.1611,0.0016139,0.0016139,0.0016139
41,239.817,1.80997,2.43414,1.21252,1.12588,0.73425,0.65963,0.68139,0.32677,0.68619,0.61261,0.58991,0.23477,1.70108,2.46246,1.27893,1.15017,0.001604,0.001604,0.001604
42,245.466,1.78478,2.40472,1.14867,1.10881,0.76091,0.67377,0.70979,0.32927,0.72402,0.66216,0.68868,0.2842,1.75983,2.54459,1.24068,1.14547,0.0015941,0.0015941,0.0015941
43,251.108,1.76917,2.40559,1.17924,1.11675,0.79101,0.69902,0.75621,0.36761,0.79611,0.70353,0.74918,0.31246,1.75534,2.44279,1.16683,1.14265,0.0015842,0.0015842,0.0015842
44,256.746,1.73949,2.40033,1.14001,1.08845,0.8273,0.71208,0.74027,0.36409,0.78566,0.67697,0.71476,0.28647,1.71299,2.45647,1.16329,1.12607,0.0015743,0.0015743,0.0015743
45,262.564,1.76669,2.43963,1.13409,1.10582,0.75479,0.64865,0.68388,0.31397,0.75186,0.64414,0.68878,0.28643,1.90996,2.54335,1.20595,1.19123,0.0015644,0.0015644,0.0015644
46,268.048,1.75397,2.403,1.15786,1.09935,0.76613,0.71622,0.73558,0.36203,0.69738,0.65766,0.68123,0.27556,1.76869,2.4962,1.17862,1.14665,0.0015545,0.0015545,0.0015545
47,273.637,1.76492,2.41097,1.16001,1.10075,0.79389,0.72872,0.75506,0.36743,0.76849,0.7027,0.73211,0.30623,1.7198,2.41099,1.14141,1.12186,0.0015446,0.0015446,0.0015446
